"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"165","Jason Wright (FA)","3","10","3.3","8","0","0","0","1","0","0","0","0","2","1.0","0.5","0.0%"
"166","Damien Anderson (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"167","Dante Brown (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"168","Omar Easy (FA)","4","1","0.3","4","0","0","0","0","0","0","0","0","4","0.1","0.0","0.0%"
"169","Dee Brown (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"170","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"171","Aveion Cason (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"172","Chad Morton (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"173","Harold Morrow (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"174","Chris Massey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"175","Rock Cartwright (FA)","2","0","0.0","2","0","0","0","1","0","0","0","0","8","0.0","0.0","0.0%"
"176","Ovie Mughelli (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Vonta Leach (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"178","Derrick Ward (FA)","0","0","0","0","0","0","0","0","0","0","0","1","5","-2.0","-0.4","0.0%"
""
""
