"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"26","Warrick Dunn (FA)","125","672","5.4","69","0","3","37","52","336","9.1","2","1","11","165.8","15.1","0.0%"
"27","T.J. Duckett (FA)","197","779","4.0","55","0","11","11","13","94","8.5","0","2","16","160.3","10.0","0.0%"
"28","Duce Staley (FA)","96","463","4.8","22","0","5","36","47","382","10.6","2","2","16","158.5","9.9","0.0%"
"29","Anthony Thomas (FA)","244","1,024","4.2","67","0","6","9","14","36","4.0","0","0","13","151.0","11.6","0.0%"
"30","Troy Hambrick (FA)","275","972","3.5","42","0","5","17","24","99","5.8","0","3","16","148.1","9.3","0.0%"
"31","Kevin Faulk (FA)","178","638","3.6","23","0","0","48","66","440","9.2","0","4","15","147.8","9.9","0.0%"
"32","Garrison Hearst (FA)","178","768","4.3","36","0","3","25","38","211","8.4","1","2","12","142.9","11.9","0.0%"
"33","Jerome Bettis (FA)","246","811","3.3","21","0","7","13","22","86","6.6","0","4","16","138.7","8.7","0.0%"
"34","Correll Buckhalter (FA)","126","542","4.3","64","0","8","10","14","133","13.3","1","2","15","127.5","8.5","0.0%"
"35","Amos Zereoue (FA)","132","433","3.3","22","0","2","40","51","310","7.8","0","0","16","126.3","7.9","0.0%"
"36","Marcel Shipp (FA)","228","830","3.6","36","0","0","30","37","184","6.1","0","3","16","125.4","7.8","0.0%"
"37","Thomas Jones (FA)","137","627","4.6","61","0","3","24","31","180","7.5","0","2","15","118.7","7.9","0.0%"
"38","Onterrio Smith (FA)","107","579","5.4","47","0","5","15","20","129","8.6","0","0","15","117.8","7.9","0.0%"
"39","Jamel White (FA)","70","266","3.8","23","0","1","46","69","303","6.6","1","1","16","112.9","7.1","0.0%"
"40","Tyrone Wheatley (FA)","159","678","4.3","41","0","4","12","18","120","10.0","0","2","15","111.8","7.5","0.0%"
"41","Antowain Smith (FA)","182","642","3.5","30","0","3","14","16","92","6.6","0","1","13","103.4","8.0","0.0%"
"42","Jerald Sowell (FA)","1","2","2.0","2","0","0","47","60","436","9.3","1","0","16","96.8","6.1","0.0%"
"43","Rock Cartwright (FA)","107","411","3.8","22","0","4","18","27","176","9.8","0","2","15","96.7","6.4","0.0%"
"44","DeShaun Foster (FA)","113","429","3.8","21","0","0","26","35","207","8.0","2","3","14","95.6","6.8","0.0%"
"45","Dante Hall (FA)","16","73","4.6","16","0","0","40","60","423","10.6","1","1","16","93.6","5.9","0.0%"
"46","Trung Canidate (FA)","142","600","4.2","38","0","1","10","15","71","7.1","1","0","11","89.1","8.1","0.0%"
"47","Corey Dillon (FA)","138","541","3.9","39","0","2","11","18","71","6.5","0","0","13","84.2","6.5","0.0%"
"48","Tony Fisher (FA)","40","200","5.0","19","0","1","21","25","206","9.8","2","0","15","79.6","5.3","0.0%"
"49","James Jackson (FA)","102","382","3.7","18","0","3","14","18","114","8.1","0","3","11","75.6","6.9","0.0%"
"50","Michael Bennett (FA)","90","447","5.0","28","0","1","12","14","132","11.0","0","1","8","73.9","9.2","0.0%"
"51","Mike Anderson (FA)","70","257","3.7","44","0","3","12","15","53","4.4","2","0","12","73.0","6.1","0.0%"
"52","William Green (FA)","142","559","3.9","26","0","1","10","14","50","5.0","0","2","7","72.9","10.4","0.0%"
"53","Cory Schlesinger (FA)","9","16","1.8","4","0","0","34","49","247","7.3","2","0","16","72.3","4.5","0.0%"
"54","Mack Strong (FA)","37","174","4.7","21","0","1","29","33","216","7.4","0","1","16","72.0","4.5","0.0%"
"55","Chester Taylor (FA)","63","276","4.4","32","0","2","20","27","132","6.6","0","1","16","70.8","4.4","0.0%"
"56","Arlen Harris (FA)","85","255","3.0","18","0","4","15","19","102","6.8","0","2","16","70.7","4.4","0.0%"
"57","Olandis Gary (FA)","113","384","3.4","27","0","2","13","22","69","5.3","0","0","13","70.3","5.4","0.0%"
"58","Ladell Betts (FA)","77","255","3.3","13","0","2","15","23","167","11.1","0","0","9","69.2","7.7","0.0%"
"59","Ricky Williams (FA)","48","155","3.2","19","0","2","22","29","157","7.1","1","2","13","67.2","5.2","0.0%"
"60","Zack Crockett (FA)","48","145","3.0","44","0","7","7","12","53","7.6","0","1","15","66.8","4.5","0.0%"
"61","LaBrandon Toefield (FA)","53","212","4.0","30","0","2","14","16","105","7.5","1","0","16","65.0","4.1","0.0%"
"62","Aveion Cason (FA)","40","220","5.5","63","0","2","17","20","142","8.4","0","1","10","64.7","6.5","0.0%"
"63","LaMont Jordan (FA)","46","190","4.1","39","0","4","11","13","101","9.2","0","0","14","64.1","4.6","0.0%"
"64","William Henderson (FA)","0","0","0","0","0","0","24","34","214","8.9","3","0","13","63.4","4.9","0.0%"
"65","Robert Holcombe (FA)","63","201","3.2","21","0","1","19","25","121","6.4","1","1","15","63.2","4.2","0.0%"
"66","Emmitt Smith (FA)","90","256","2.8","22","0","2","14","19","107","7.6","0","0","10","62.3","6.2","0.0%"
"67","Derrick Blaylock (FA)","22","112","5.1","25","0","2","15","22","181","12.1","1","0","13","62.3","4.8","0.0%"
"68","Justin Griffith (FA)","38","168","4.4","15","0","0","21","34","122","5.8","2","0","15","62.0","4.1","0.0%"
"69","Brandon Bennett (FA)","56","173","3.1","19","0","0","25","32","176","7.0","1","2","15","61.9","4.1","0.0%"
"70","Najeh Davenport (FA)","77","420","5.5","76","0","2","6","10","38","6.3","0","1","15","61.8","4.1","0.0%"
"71","Marc Edwards (FA)","7","13","1.9","3","0","1","31","43","226","7.3","0","0","15","60.9","4.1","0.0%"
"72","Chad Morton (FA)","48","216","4.5","27","0","0","15","26","187","12.5","1","1","15","59.3","4.0","0.0%"
"73","Stacey Mack (FA)","93","253","2.7","13","0","4","9","12","55","6.1","0","2","8","57.8","7.2","0.0%"
"74","Lamar Gordon (FA)","71","298","4.2","20","0","1","8","13","59","7.4","0","0","9","49.7","5.5","0.0%"
"75","Stanley Pritchett (FA)","21","93","4.4","18","0","2","18","27","83","4.6","0","0","15","47.6","3.2","0.0%"
"76","Dorsey Levens (FA)","68","197","2.9","17","0","3","5","7","39","7.8","0","0","11","46.6","4.2","0.0%"
"77","Quentin Griffin (FA)","94","345","3.7","23","0","0","8","11","61","7.6","0","1","9","46.6","5.2","0.0%"
"78","Fred Beasley (FA)","17","24","1.4","5","0","0","19","28","184","9.7","1","0","15","45.8","3.1","0.0%"
"79","Larry Centers (FA)","21","82","3.9","13","0","0","19","34","106","5.6","1","0","9","43.8","4.9","0.0%"
"80","Jon Ritchie (FA)","1","1","1.0","1","0","0","17","26","86","5.1","3","0","14","43.7","3.1","0.0%"
"81","Michael Cloud (FA)","27","118","4.4","42","0","5","1","2","8","8.0","0","0","5","43.6","8.7","0.0%"
"82","Lee Suggs (FA)","56","289","5.2","78","0","2","2","4","0","0.0","0","1","7","40.9","5.8","0.0%"
"83","Jeremi Johnson (FA)","15","41","2.7","12","0","1","15","20","82","5.5","1","0","15","39.3","2.6","0.0%"
"84","Mike Alstott (FA)","27","77","2.9","29","0","2","10","12","83","8.3","0","0","4","38.0","9.5","0.0%"
"85","Jameel Cook (FA)","1","-1","-1.0","0","0","0","20","30","120","6.0","1","0","12","37.9","3.2","0.0%"
"86","Brock Forsey (FA)","50","191","3.8","17","0","2","3","5","37","12.3","0","0","5","37.8","7.6","0.0%"
"87","Sammy Morris (FA)","19","70","3.7","12","0","1","14","17","100","7.1","0","0","9","37.0","4.1","0.0%"
"88","Chris Brown (FA)","56","221","3.9","28","0","0","8","9","61","7.6","0","0","11","36.2","3.3","0.0%"
"89","Maurice Morris (FA)","38","239","6.3","43","0","0","4","6","32","8.0","1","1","16","35.1","2.2","0.0%"
"90","Nick Goings (FA)","10","69","6.9","17","0","0","12","14","97","8.1","1","0","11","34.6","3.1","0.0%"
"91","Rob Konrad (FA)","4","17","4.3","11","0","0","16","19","166","10.4","0","0","11","34.3","3.1","0.0%"
"92","Dominic Rhodes (FA)","37","157","4.2","25","0","0","6","7","62","10.3","1","0","11","33.9","3.1","0.0%"
"93","Aaron Stecker (FA)","37","125","3.4","15","0","0","9","12","48","5.3","1","0","15","32.3","2.2","0.0%"
"94","Lorenzo Neal (FA)","18","40","2.2","7","0","1","16","25","62","3.9","0","0","14","32.2","2.3","0.0%"
"95","Reuben Droughns (FA)","6","14","2.3","12","0","0","9","12","87","9.7","2","0","14","31.1","2.2","0.0%"
"96","Travis Minor (FA)","41","193","4.7","26","0","1","4","5","13","3.3","0","0","15","30.6","2.0","0.0%"
"97","Dan Kreider (FA)","7","29","4.1","9","0","1","9","24","107","11.9","0","0","15","28.6","1.9","0.0%"
"98","Tony Richardson (FA)","24","60","2.5","8","0","0","12","16","76","6.3","0","0","12","25.6","2.1","0.0%"
"99","Jim Finn (FA)","0","0","0","0","0","0","14","20","115","8.2","0","0","11","25.5","2.3","0.0%"
"100","Brad Hoover (FA)","6","21","3.5","5","0","0","12","20","72","6.0","1","1","14","25.3","1.8","0.0%"
"101","Joe Burns (FA)","39","113","2.9","12","0","0","7","9","62","8.9","0","0","14","24.5","1.8","0.0%"
"102","Alan Ricard (FA)","19","79","4.2","30","0","0","9","15","62","6.9","0","0","14","23.1","1.7","0.0%"
"103","Chris Fuamatu-Ma'afala (FA)","35","144","4.1","18","0","1","1","2","2","2.0","0","0","9","21.6","2.4","0.0%"
"104","James Mungro (FA)","24","60","2.5","9","0","2","1","5","-4","-4.0","0","0","5","20.6","4.1","0.0%"
"105","Justin Fargas (FA)","40","203","5.1","53","0","0","2","3","2","1.0","0","1","10","20.5","2.1","0.0%"
"106","Sam Gash (FA)","1","3","3.0","3","0","0","11","13","83","7.5","0","0","9","19.6","2.2","0.0%"
"107","Artose Pinner (FA)","39","99","2.5","12","0","0","5","7","40","8.0","0","0","3","18.9","6.3","0.0%"
"108","Adrian Murrell (FA)","28","107","3.8","17","0","0","4","4","32","8.0","0","0","3","17.9","6.0","0.0%"
"109","Rabih Abdullah (FA)","18","37","2.1","10","0","0","8","9","55","6.9","0","0","15","17.2","1.1","0.0%"
"110","Obafemi Ayanbadejo (FA)","1","-2","-2.0","0","0","0","12","13","53","4.4","0","0","11","17.1","1.6","0.0%"
"111","Bryan Johnson (FA)","2","5","2.5","4","0","0","9","12","71","7.9","0","0","13","16.6","1.3","0.0%"
"112","Damien Anderson (FA)","18","68","3.8","17","0","0","6","12","36","6.0","0","0","13","16.4","1.3","0.0%"
"113","Larry Johnson (FA)","20","85","4.3","15","0","1","1","3","2","2.0","0","0","5","15.7","3.1","0.0%"
"114","Ki-Jana Carter (FA)","19","72","3.8","31","0","1","1","3","11","11.0","0","0","7","15.3","2.2","0.0%"
"115","Musa Smith (FA)","9","31","3.4","11","0","2","0","0","0","0","0","0","5","15.1","3.0","0.0%"
"116","Verron Haynes (FA)","20","63","3.2","15","0","0","7","10","57","8.1","0","2","10","15.0","1.5","0.0%"
"117","Brian Mitchell (FA)","4","20","5.0","18","0","1","4","5","38","9.5","0","1","16","13.8","0.9","0.0%"
"118","Jamal Robertson (FA)","32","136","4.3","23","0","0","0","2","0","0","0","0","7","13.6","1.9","0.0%"
"119","Jesse Chatman (FA)","8","17","2.1","6","0","0","5","5","54","10.8","0","0","14","12.1","0.9","0.0%"
"120","Erik Bickerstaff (FA)","19","56","2.9","9","0","1","0","0","0","0","0","0","4","11.6","2.9","0.0%"
"121","Moran Norris (FA)","0","0","0","0","0","0","7","10","40","5.7","0","0","10","11.0","1.1","0.0%"
"122","Tony Hollings (FA)","38","102","2.7","17","0","0","2","6","25","12.5","0","2","12","10.7","0.9","0.0%"
"123","John Avery (FA)","1","0","0.0","0","0","0","2","4","24","12.0","1","0","6","10.4","1.7","0.0%"
"124","Paul Smith (FA)","2","5","2.5","3","0","0","5","6","45","9.0","0","0","3","10.0","3.3","0.0%"
"125","Avon Cobourne (FA)","10","27","2.7","19","0","0","4","9","30","7.5","0","0","7","9.7","1.4","0.0%"
"126","Charles Stackhouse (FA)","1","0","0.0","0","0","0","6","7","30","5.0","0","0","8","9.0","1.1","0.0%"
"127","Terrelle Smith (FA)","0","0","0","0","0","0","6","10","28","4.7","0","0","9","8.8","1.0","0.0%"
"128","Patrick Pass (FA)","6","27","4.5","11","0","0","4","8","21","5.3","0","0","10","8.8","0.9","0.0%"
"129","Adrian Peterson (FA)","22","70","3.2","10","0","0","1","1","5","5.0","0","0","4","8.5","2.1","0.0%"
"130","Heath Evans (FA)","7","24","3.4","8","0","0","2","2","34","17.0","0","0","7","7.8","1.1","0.0%"
"131","Lamar Smith (FA)","11","61","5.5","17","0","0","1","1","2","2.0","0","0","4","7.3","1.8","0.0%"
"132","R.J. Bowers (FA)","0","0","0","0","0","0","1","2","2","2.0","1","0","1","7.2","7.2","0.0%"
"133","Rod Smart (FA)","20","49","2.5","6","0","0","3","3","11","3.7","0","1","16","7.0","0.4","0.0%"
"134","John Simon (FA)","3","9","3.0","6","0","0","3","3","21","7.0","0","0","4","6.0","1.5","0.0%"
"135","Delvin Joyce (FA)","11","39","3.5","8","0","0","3","5","7","2.3","0","1","14","5.6","0.4","0.0%"
"136","Sultan McCullough (FA)","1","9","9.0","9","0","0","3","3","13","4.3","0","0","1","5.2","5.2","0.0%"
"137","Doug Chapman (FA)","15","33","2.2","6","0","0","1","1","8","8.0","0","0","4","5.1","1.3","0.0%"
"138","Jonathan Wells (FA)","5","14","2.8","10","0","0","2","4","17","8.5","0","0","8","5.1","0.6","0.0%"
"139","James Fenderson (FA)","4","14","3.5","6","0","0","1","1","5","5.0","0","0","5","4.9","1.0","0.0%"
"140","Omar Easy (FA)","0","0","0","0","0","0","3","5","19","6.3","0","0","7","4.9","0.7","0.0%"
"141","J.R. Redmond (FA)","9","30","3.3","9","0","0","1","2","6","6.0","0","0","1","4.6","4.6","0.0%"
"142","Chris Hetherington (FA)","0","0","0","0","0","0","2","4","23","11.5","0","0","11","4.3","0.4","0.0%"
"143","Jamar Martin (FA)","4","7","1.8","3","0","0","2","4","9","4.5","0","0","5","3.6","0.7","0.0%"
"144","Fred McCrary (FA)","3","3","1.0","4","0","0","2","5","12","6.0","0","0","5","3.5","0.7","0.0%"
"145","Cecil Sapp (FA)","12","31","2.6","5","0","0","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"146","George Layne (FA)","1","15","15.0","15","0","0","1","2","3","3.0","0","0","3","2.8","0.9","0.0%"
"147","Leon Johnson (FA)","4","26","6.5","18","0","0","0","2","0","0","0","0","11","2.6","0.2","0.0%"
"148","Nick Luchey (FA)","1","3","3.0","3","0","0","1","2","12","12.0","0","0","4","2.5","0.6","0.0%"
"149","Josh Scobey (FA)","0","0","0","0","0","0","1","1","9","9.0","0","0","15","1.9","0.1","0.0%"
"150","Darian Barnes (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","7","1.6","0.2","0.0%"
"151","Reno Mahe (FA)","0","0","0","0","0","0","1","2","5","5.0","0","0","2","1.5","0.8","0.0%"
"152","Fred McAfee (FA)","1","13","13.0","13","0","0","0","0","0","0","0","0","9","1.3","0.1","0.0%"
"153","B.J. Askew (FA)","2","9","4.5","6","0","0","0","0","0","0","0","0","6","0.9","0.2","0.0%"
"154","Ken Simonton (FA)","2","4","2.0","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"155","Kenny Watson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"156","Greg Comella (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"157","Joey Goodspeed (FA)","0","0","0","0","0","0","0","1","0","0","0","0","4","0.0","0.0","0.0%"
"158","Dee Brown (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Michael Bates (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"160","Terry Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"161","Brian Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Nick Maddox (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Ray Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Joffrey Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"165","Dwone Hicks (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Andrew Pinnock (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"167","Larry Ned (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"168","Detron Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"169","Harold Morrow (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"170","Ronney Jenkins (FA)","0","0","0","0","0","0","0","1","0","0","0","0","7","0.0","0.0","0.0%"
"171","Phillip Crosby (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Malaefou MacKenzie (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","Jason McKie (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"174","Ovie Mughelli (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"175","Chris Massey (FA)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","2","-0.1","-0.1","0.0%"
"176","Kerry Carter (FA)","3","-2","-0.7","1","0","0","0","0","0","0","0","0","8","-0.2","0.0","0.0%"
"177","Travis Jervey (FA)","0","0","0","0","0","0","0","0","0","0","0","1","9","-2.0","-0.2","0.0%"
""
""
