"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"36","Darren McFadden (FA)","113","614","5.4","70","0","4","19","23","154","8.1","1","1","7","123.8","17.7","7.0%"
"37","Toby Gerhart (FA)","109","531","4.9","67","0","1","23","28","190","8.3","3","0","16","119.1","7.4","0.0%"
"38","Donald Brown (FA)","134","645","4.8","80","0","5","16","19","86","5.4","0","0","16","119.1","7.4","0.0%"
"39","Ryan Grant (FA)","134","559","4.2","47","0","2","19","24","268","14.1","1","1","15","117.7","7.8","0.0%"
"40","Kevin Smith (FA)","72","356","4.9","43","0","4","22","28","179","8.1","3","1","7","115.5","16.5","0.0%"
"41","Felix Jones (FA)","127","575","4.5","40","0","1","33","44","221","6.7","0","2","12","114.6","9.6","0.0%"
"42","Jahvid Best (FA)","84","390","4.6","88","0","2","27","40","287","10.6","1","0","6","112.7","18.8","0.0%"
"43","James Starks (FA)","133","578","4.3","40","0","1","29","37","216","7.4","0","1","13","112.4","8.6","0.0%"
"44","Peyton Hillis (FA)","161","587","3.6","24","0","3","22","34","130","5.9","0","1","10","109.7","11.0","0.0%"
"45","Legedu Naanee (FA)","0","0","0","0","0","0","44","76","467","10.6","1","0","15","97.8","6.5","0.0%"
"46","Kendall Hunter (FA)","112","473","4.2","44","0","2","16","26","195","12.2","0","0","16","94.8","5.9","0.0%"
"47","Maurice Morris (FA)","80","316","4.0","31","0","1","26","35","230","8.8","1","0","13","92.6","7.1","0.0%"
"48","Mark Ingram II (FA)","122","474","3.9","35","0","5","11","13","46","4.2","0","1","10","91.0","9.1","0.1%"
"49","Isaac Redman (FA)","110","479","4.4","27","0","3","18","22","78","4.3","0","2","16","87.7","5.5","0.0%"
"50","Jackie Battle (FA)","149","597","4.0","34","0","2","9","13","68","7.6","0","0","15","87.5","5.8","0.0%"
"51","Marion Barber (FA)","114","422","3.7","29","0","6","5","9","50","10.0","0","1","11","86.2","7.8","0.0%"
"52","Daniel Thomas (FA)","165","581","3.5","28","0","0","12","16","72","6.0","1","1","13","81.3","6.3","0.0%"
"53","Kregg Lumpkin (FA)","31","105","3.4","19","0","0","41","53","291","7.1","0","0","16","80.6","5.0","0.0%"
"54","Lance Ball (FA)","96","402","4.2","34","0","1","16","31","148","9.3","1","2","16","79.0","4.9","0.0%"
"55","Danny Woodhead (FA)","77","351","4.6","12","0","1","18","31","157","8.7","0","0","15","78.8","5.3","20.6%"
"56","Marcel Reece (FA)","17","112","6.6","26","0","0","27","36","301","11.1","2","1","12","78.3","6.5","0.0%"
"57","Chris Ogbonnaya (FA)","76","340","4.5","40","0","1","23","31","165","7.2","0","1","13","77.5","6.0","0.0%"
"58","Ricky Williams (FA)","108","444","4.1","28","0","2","13","20","83","6.4","0","2","16","73.7","4.6","0.0%"
"59","Joseph Addai (FA)","118","433","3.7","16","0","1","15","22","93","6.2","0","0","12","73.6","6.1","0.0%"
"60","Bernard Scott (FA)","112","380","3.4","25","0","3","13","17","38","2.9","0","0","16","72.8","4.6","0.0%"
"61","Jacquizz Rodgers (FA)","57","205","3.6","13","0","1","21","27","188","9.0","1","1","16","70.3","4.4","0.0%"
"62","Kahlil Bell (FA)","79","337","4.3","26","0","0","19","23","133","7.0","1","1","10","70.0","7.0","0.0%"
"63","Javon Ringer (FA)","59","185","3.1","25","0","1","28","36","187","6.7","0","1","12","69.2","5.8","0.0%"
"64","John Kuhn (FA)","30","78","2.6","12","0","4","15","18","77","5.1","2","0","16","66.5","4.2","0.0%"
"65","LaRod Stephens-Howling (FA)","43","167","3.9","39","0","0","13","17","234","18.0","2","0","14","65.1","4.7","0.0%"
"66","Jason Snelling (FA)","44","151","3.4","18","0","0","26","32","179","6.9","1","0","15","65.0","4.3","0.0%"
"67","D.J. Ware (FA)","46","163","3.5","17","0","0","27","37","170","6.3","0","0","15","64.3","4.3","0.0%"
"68","Cadillac Williams (FA)","87","361","4.1","23","0","1","14","23","93","6.6","0","1","11","63.4","5.8","0.0%"
"69","Earnest Graham (FA)","37","206","5.6","34","0","0","26","31","163","6.3","0","0","7","62.9","9.0","0.0%"
"70","Tim Hightower (FA)","84","321","3.8","22","0","1","10","15","78","7.8","1","0","5","61.9","12.4","0.0%"
"71","Thomas Jones (FA)","153","478","3.1","26","0","0","5","7","43","8.6","0","0","16","57.1","3.6","0.0%"
"72","Justin Forsett (FA)","46","145","3.2","22","0","1","23","34","128","5.6","0","0","16","56.3","3.5","0.0%"
"73","Stevan Ridley (FA)","87","441","5.1","33","0","1","3","5","13","4.3","0","0","16","54.4","3.4","0.0%"
"74","Montario Hardesty (FA)","88","266","3.0","19","0","0","14","21","122","8.7","0","0","10","52.8","5.3","0.0%"
"75","Brian Leonard (FA)","17","85","5.0","14","0","0","22","31","210","9.5","0","0","13","51.5","4.0","0.0%"
"76","Delone Carter (FA)","101","377","3.7","42","0","2","5","8","18","3.6","0","3","16","50.5","3.2","0.0%"
"77","Evan Royster (FA)","56","328","5.9","28","0","0","9","13","68","7.6","0","0","6","48.6","8.1","0.0%"
"78","Tashard Choice (FA)","57","152","2.7","14","0","1","19","30","124","6.5","0","2","13","48.6","3.7","0.0%"
"79","Leon Washington (FA)","53","248","4.7","48","0","1","10","14","48","4.8","0","0","16","45.6","2.9","0.0%"
"80","Keiland Williams (FA)","58","195","3.4","18","0","2","8","8","62","7.8","0","1","15","43.7","2.9","0.0%"
"81","Chris Ivory (FA)","79","374","4.7","35","0","1","0","1","0","0","0","0","6","43.4","7.2","0.0%"
"82","Knowshon Moreno (FA)","37","179","4.8","24","0","0","11","15","101","9.2","1","1","7","43.0","6.1","0.0%"
"83","Jed Collins (FA)","4","4","1.0","2","0","2","11","14","50","4.5","2","0","16","40.4","2.5","0.0%"
"84","Le'Ron McClain (FA)","15","51","3.4","12","0","1","14","22","82","5.9","1","0","16","39.3","2.5","0.0%"
"85","Mewelde Moore (FA)","22","157","7.1","21","0","0","11","14","104","9.5","1","2","12","39.1","3.3","0.0%"
"86","Deji Karim (FA)","63","130","2.1","14","0","0","14","19","120","8.6","0","0","12","39.0","3.3","0.0%"
"87","Darrel Young (FA)","6","33","5.5","12","0","1","15","20","146","9.7","0","0","13","38.9","3.0","0.0%"
"88","Chester Taylor (FA)","20","77","3.9","34","0","1","14","24","91","6.5","0","0","11","36.8","3.3","0.0%"
"89","Joe McKnight (FA)","43","134","3.1","11","0","0","13","18","139","10.7","0","2","15","36.3","2.4","0.0%"
"90","Ryan Torain (FA)","59","200","3.4","39","0","1","6","9","23","3.8","0","0","8","34.3","4.3","0.0%"
"91","Jacob Hester (FA)","28","90","3.2","16","0","0","12","18","48","4.0","1","0","16","31.8","2.0","0.0%"
"92","Curtis Brinkley (FA)","30","101","3.4","12","0","1","7","9","41","5.9","0","0","5","29.2","5.8","0.0%"
"93","Derrick Ward (FA)","45","154","3.4","15","0","2","0","1","0","0","0","0","5","27.4","5.5","0.0%"
"94","Vonta Leach (FA)","12","35","2.9","6","0","0","15","27","69","4.6","0","0","16","25.4","1.6","0.0%"
"95","Brandon Saine (FA)","18","69","3.8","10","0","0","10","12","69","6.9","0","0","8","23.8","3.0","0.0%"
"96","Mossis Madu (FA)","15","55","3.7","15","0","0","10","12","72","7.2","0","0","6","22.7","3.8","0.0%"
"97","Anthony Dixon (FA)","29","87","3.0","9","0","2","1","1","6","6.0","0","0","16","22.3","1.4","0.0%"
"98","Alfonso Smith (FA)","30","102","3.4","12","0","1","3","5","21","7.0","0","0","15","21.3","1.4","0.0%"
"99","Michael Robinson (FA)","4","7","1.8","3","0","0","9","14","74","8.2","1","1","14","21.1","1.5","0.0%"
"100","Spencer Larsen (FA)","14","44","3.1","6","0","0","9","9","76","8.4","0","0","16","21.0","1.3","0.0%"
"101","Jeremiah Johnson (FA)","14","77","5.5","25","0","0","7","9","62","8.9","0","0","8","20.9","2.6","0.0%"
"102","Henry Hynoski (FA)","0","0","0","0","0","0","12","16","83","6.9","0","0","11","20.3","1.8","0.0%"
"103","Lex Hilliard (FA)","16","41","2.6","4","0","1","5","7","49","9.8","0","0","16","20.0","1.3","0.0%"
"104","Ovie Mughelli (FA)","2","1","0.5","1","0","0","4","8","25","6.3","2","0","7","18.6","2.7","0.0%"
"105","Jamaal Charles (FA)","12","83","6.9","24","0","0","5","6","9","1.8","1","1","2","18.2","9.1","0.1%"
"106","Steve Slaton (FA)","24","84","3.5","28","0","1","3","4","3","1.0","0","0","6","17.7","3.0","0.0%"
"107","Ronnie Brown (FA)","42","136","3.2","15","0","1","0","2","0","0","0","1","16","17.6","1.1","0.0%"
"108","Phillip Tanner (FA)","22","76","3.5","17","0","1","2","2","19","9.5","0","0","9","17.5","1.9","0.0%"
"109","Lorenzo Booker (FA)","13","52","4.0","25","0","0","8","14","82","10.3","0","2","14","17.4","1.2","0.0%"
"110","Sammy Morris (FA)","28","98","3.5","15","0","0","5","7","13","2.6","0","0","3","16.1","5.4","0.0%"
"111","Kevin Faulk (FA)","17","57","3.4","9","0","0","7","9","34","4.9","0","0","6","16.1","2.7","0.0%"
"112","Jamie Harper (FA)","17","44","2.6","12","0","1","4","6","32","8.0","0","1","10","15.6","1.6","0.0%"
"113","Anthony Sherman (FA)","1","3","3.0","3","0","0","8","9","72","9.0","0","0","15","15.5","1.0","0.0%"
"114","Dion Lewis (FA)","23","102","4.4","20","0","1","1","1","-3","-3.0","0","1","15","14.9","1.0","2.0%"
"115","Ahmard Hall (FA)","6","24","4.0","12","0","0","9","14","46","5.1","0","1","8","14.0","1.8","0.0%"
"116","Jonathan Dwyer (FA)","16","123","7.7","76","0","0","1","1","6","6.0","0","0","7","13.9","2.0","0.0%"
"117","John Conner (FA)","13","44","3.4","13","0","1","2","5","9","4.5","0","0","16","13.3","0.8","0.0%"
"118","Tyler Clutts (FA)","0","0","0","0","0","0","8","10","48","6.0","0","0","16","12.8","0.8","0.0%"
"119","Greg Jones (FA)","2","7","3.5","6","0","1","4","9","19","4.8","0","0","16","12.6","0.8","0.0%"
"120","Taiwan Jones (FA)","16","73","4.6","14","0","0","2","3","25","12.5","0","0","10","11.8","1.2","0.0%"
"121","Shane Vereen (FA)","15","57","3.8","19","0","1","0","0","0","0","0","0","5","11.7","2.3","0.0%"
"122","Erik Lorig (FA)","0","0","0","0","0","0","6","9","53","8.8","0","0","16","11.3","0.7","0.0%"
"123","Rock Cartwright (FA)","4","45","11.3","35","0","0","4","6","24","6.0","0","0","12","10.9","0.9","0.0%"
"124","John Clay (FA)","10","41","4.1","10","0","1","0","0","0","0","0","0","2","10.1","5.1","0.0%"
"125","Jerome Felton (FA)","3","10","3.3","4","0","0","4","7","40","10.0","0","0","14","9.0","0.6","0.0%"
"126","Owen Marecic (FA)","4","8","2.0","3","0","0","5","6","31","6.2","0","0","14","8.9","0.6","0.0%"
"127","Brit Miller (FA)","5","14","2.8","12","0","0","3","3","41","13.7","0","0","7","8.5","1.2","0.0%"
"128","Tony Fiammetta (FA)","4","4","1.0","3","0","0","3","5","39","13.0","0","0","10","7.3","0.7","0.0%"
"129","Lawrence Vickers (FA)","1","0","0.0","0","0","0","4","8","29","7.3","0","0","14","6.9","0.5","0.0%"
"130","Owen Schmitt (FA)","4","6","1.5","4","0","0","3","7","32","10.7","0","0","9","6.8","0.8","0.0%"
"131","Montell Owens (FA)","10","39","3.9","9","0","0","2","3","2","1.0","0","0","13","6.1","0.5","0.0%"
"132","Quinn Johnson (FA)","0","0","0","0","0","0","3","3","30","10.0","0","0","4","6.0","1.5","0.0%"
"133","Manase Tonga (FA)","1","12","12.0","12","0","0","3","4","18","6.0","0","0","4","6.0","1.5","0.0%"
"134","DuJuan Harris (FA)","9","42","4.7","24","0","0","1","2","4","4.0","0","0","5","5.6","1.1","0.0%"
"135","Jerome Harrison (FA)","14","41","2.9","9","0","0","1","2","3","3.0","0","0","4","5.4","1.4","0.0%"
"136","Chris Pressley (FA)","0","0","0","0","0","0","3","5","19","6.3","0","0","15","4.9","0.3","0.0%"
"137","Armando Allen (FA)","15","48","3.2","13","0","0","0","1","0","0","0","0","2","4.8","2.4","0.0%"
"138","Johnny White (FA)","12","38","3.2","13","0","0","1","4","-3","-3.0","0","0","7","4.5","0.6","0.0%"
"139","Jerious Norwood (FA)","24","61","2.5","10","0","0","0","1","0","0","0","0","9","4.1","0.5","0.0%"
"140","Brock Bolen (FA)","2","14","7.0","10","0","0","2","5","6","3.0","0","0","9","4.0","0.4","0.0%"
"141","Bilal Powell (FA)","13","21","1.6","6","0","0","1","1","7","7.0","0","0","2","3.8","1.9","0.0%"
"142","Chauncey Washington (FA)","1","-1","-1.0","0","0","0","2","3","13","6.5","0","0","2","3.2","1.6","0.0%"
"143","Eddie Williams (FA)","2","2","1.0","1","0","0","1","1","17","17.0","0","0","3","2.9","1.0","0.0%"
"144","Da'Rel Scott (FA)","5","16","3.2","8","0","0","2","2","13","6.5","0","1","11","2.9","0.3","0.0%"
"145","Mike Cox (FA)","0","0","0","0","0","0","2","3","8","4.0","0","0","9","2.8","0.3","0.0%"
"146","Ryan D'Imperio (FA)","0","0","0","0","0","0","2","6","7","3.5","0","0","10","2.7","0.3","0.0%"
"147","Alex Green (FA)","3","11","3.7","8","0","0","1","1","6","6.0","0","0","4","2.7","0.7","0.0%"
"148","Thomas Clayton (FA)","8","12","1.5","4","0","0","1","1","3","3.0","0","0","3","2.5","0.8","0.0%"
"149","Josh Vaughan (FA)","7","24","3.4","9","0","0","0","0","0","0","0","0","7","2.4","0.3","0.0%"
"150","Reagan Maui'a (FA)","0","0","0","0","0","0","1","2","12","12.0","0","0","2","2.2","1.1","0.0%"
"151","Stefan Logan (FA)","9","32","3.6","16","0","0","1","1","19","19.0","0","2","16","2.1","0.1","0.0%"
"152","Aaron Brown (FA)","1","0","0.0","0","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"153","Shaun Chapas (FA)","0","0","0","0","0","0","1","1","9","9.0","0","0","3","1.9","0.6","0.0%"
"154","Ryan Mahaffey (FA)","0","0","0","0","0","0","1","1","5","5.0","0","0","2","1.5","0.8","0.0%"
"155","Cedric Peerman (FA)","3","15","5.0","11","0","0","0","1","0","0","0","0","15","1.5","0.1","0.0%"
"156","Mike Goodson (FA)","0","0","0","0","0","0","1","3","4","4.0","0","0","4","1.4","0.4","0.0%"
"157","Corey McIntyre (FA)","0","0","0","0","0","0","1","1","4","4.0","0","0","11","1.4","0.1","0.0%"
"158","Anthony Allen (FA)","3","8","2.7","3","0","0","0","0","0","0","0","0","5","0.8","0.2","0.0%"
"159","Armond Smith (FA)","3","2","0.7","6","0","0","0","1","0","0","0","0","3","0.2","0.1","0.0%"
"160","Larry Johnson (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"161","Lousaka Polite (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Korey Hall (FA)","0","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"163","Chris Gronkowski (FA)","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"164","Eldra Buckley (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Antone Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"166","Nick Bellore (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","7.0%"
"167","Bruce Miller (FA)","4","8","2.0","3","0","0","11","15","83","7.5","1","0","15","0.0","0.0","0.0%"
"168","Quinn Porter (FA)","0","0","0","0","0","0","0","1","0","0","0","0","12","0.0","0.0","0.0%"
"169","Chris Massey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Shaun Draughn (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Will Tukuafu (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
""
""
