"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"68","Tatum Bell (FA)","44","249","5.7","37","0","2","10","0","57","5.7","0","0","6","52.6","8.8","0.0%"
"69","LaMont Jordan (FA)","61","273","4.5","49","0","4","0","0","0","0","0","0","5","51.3","10.3","0.0%"
"70","Kenneth Darby (FA)","32","140","4.4","14","0","0","19","5","183","9.6","0","0","7","51.3","7.3","0.0%"
"71","Felix Jones (FA)","30","266","8.9","60","0","3","2","0","10","5.0","0","0","6","47.6","7.9","0.0%"
"72","Jason Wright (FA)","16","51","3.2","8","0","0","20","4","137","6.9","1","0","9","44.8","5.0","0.0%"
"73","Jacob Hester (FA)","19","95","5.0","28","0","1","12","0","91","7.6","1","0","16","42.6","2.7","0.0%"
"74","Michael Robinson (FA)","19","50","2.6","10","0","0","17","1","202","11.9","0","0","16","42.2","2.6","0.0%"
"75","Mike Tolbert (FA)","13","37","2.8","11","0","0","13","3","171","13.2","1","0","13","39.8","3.1","0.0%"
"76","Ahmard Hall (FA)","4","11","2.8","6","0","0","11","1","131","11.9","2","0","11","39.2","3.6","0.0%"
"77","T.J. Duckett (FA)","41","90","2.2","9","0","5","0","0","0","0","0","0","13","39.0","3.0","0.0%"
"78","Michael Pittman (FA)","53","240","4.5","20","0","0","7","0","59","8.4","0","0","4","36.9","9.2","0.0%"
"79","Edgerrin James (FA)","62","237","3.8","35","0","1","4","2","33","8.3","0","1","9","35.0","3.9","0.0%"
"80","Rudi Johnson (FA)","58","138","2.4","15","0","1","9","0","40","4.4","0","0","10","32.8","3.3","0.0%"
"81","Greg Jones (FA)","2","13","6.5","13","0","0","13","2","116","8.9","1","0","12","31.9","2.7","0.0%"
"82","Vonta Leach (FA)","1","1","1.0","1","0","1","12","1","103","8.6","0","0","16","28.4","1.8","0.0%"
"83","Gary Russell (FA)","28","77","2.8","15","0","3","1","0","-2","-2.0","0","0","12","26.5","2.2","0.0%"
"84","John Kuhn (FA)","8","10","1.3","3","0","1","4","0","21","5.3","2","0","16","25.1","1.6","0.0%"
"85","Aaron Stecker (FA)","8","43","5.4","12","0","0","9","0","52","5.8","1","0","6","24.5","4.1","0.0%"
"86","P.J. Pope (FA)","17","130","7.6","24","0","0","3","0","24","8.0","1","0","4","24.4","6.1","0.0%"
"87","Jason Snelling (FA)","15","62","4.1","13","0","0","8","0","89","11.1","0","0","16","23.1","1.4","0.0%"
"88","DeShawn Wynn (FA)","8","110","13.8","73","0","1","3","0","30","10.0","0","0","4","23.0","5.8","0.0%"
"89","Chris Perry (FA)","32","61","1.9","10","0","0","11","0","45","4.1","0","0","7","21.6","3.1","0.0%"
"90","Kolby Smith (FA)","31","81","2.6","19","0","1","5","0","25","5.0","0","0","4","21.6","5.4","0.0%"
"91","B.J. Askew (FA)","7","14","2.0","3","0","2","5","0","27","5.4","0","0","5","21.1","4.2","0.0%"
"92","Lawrence Vickers (FA)","10","31","3.1","10","0","0","10","6","78","7.8","0","0","12","20.9","1.7","0.0%"
"93","Adrian Peterson (FA)","20","100","5.0","16","0","0","6","3","45","7.5","0","0","9","20.5","2.3","0.0%"
"94","Mike Karney (FA)","8","10","1.3","3","0","2","6","1","11","1.8","0","0","8","20.1","2.5","0.0%"
"95","Montell Owens (FA)","2","43","21.5","41","0","2","2","0","17","8.5","0","0","16","20.0","1.3","0.0%"
"96","Ryan Moats (FA)","26","94","3.6","12","0","1","3","0","14","4.7","0","0","7","19.8","2.8","0.0%"
"97","Lousaka Polite (FA)","23","85","3.7","14","0","0","6","1","24","4.0","0","0","9","16.9","1.9","0.0%"
"98","Korey Hall (FA)","0","0","0","0","0","0","7","0","38","5.4","1","0","11","16.8","1.5","0.0%"
"99","Jason McKie (FA)","5","13","2.6","5","0","0","6","0","33","5.5","1","0","5","16.6","3.3","0.0%"
"100","Quinton Ganther (FA)","9","61","6.8","22","0","0","6","0","43","7.2","0","0","5","16.4","3.3","0.0%"
"101","Jerome Felton (FA)","2","4","2.0","4","0","0","9","0","53","5.9","0","0","13","14.7","1.1","0.0%"
"102","James Johnson (FA)","9","29","3.2","12","0","0","6","0","47","7.8","0","0","3","13.6","4.5","0.0%"
"103","Dante Hall (FA)","0","0","0","0","0","0","6","0","71","11.8","0","0","4","13.1","3.3","0.0%"
"104","Ryan Torain (FA)","15","69","4.6","19","0","1","0","0","0","0","0","0","2","12.9","6.5","0.0%"
"105","Legedu Naanee (FA)","0","0","0","0","0","0","7","0","58","8.3","0","0","9","12.8","1.4","0.0%"
"106","Mike Bell (FA)","13","42","3.2","15","0","1","1","0","14","14.0","0","0","3","12.6","4.2","0.0%"
"107","Najeh Davenport (FA)","10","31","3.1","8","0","0","4","0","54","13.5","0","0","6","12.5","2.1","0.0%"
"108","Naufahu Tahi (FA)","0","0","0","0","0","0","10","0","24","2.4","0","0","9","12.4","1.4","0.0%"
"109","Ovie Mughelli (FA)","5","16","3.2","9","0","0","6","0","48","8.0","0","0","9","12.4","1.4","0.0%"
"110","Heath Evans (FA)","11","23","2.1","4","0","0","3","0","59","19.7","0","0","16","11.2","0.7","0.0%"
"111","Lorenzo Neal (FA)","11","23","2.1","5","0","0","6","1","22","3.7","0","0","8","10.5","1.3","0.0%"
"112","Lance Ball (FA)","13","83","6.4","23","0","0","1","0","5","5.0","0","0","1","9.8","9.8","0.0%"
"113","Mike Cox (FA)","1","-2","-2.0","0","0","0","8","0","19","2.4","0","0","16","9.7","0.6","0.0%"
"114","Rashard Mendenhall (FA)","19","58","3.1","12","0","0","2","0","17","8.5","0","0","4","9.5","2.4","0.0%"
"115","Alvin Pearman (FA)","0","0","0","0","0","0","1","0","23","23.0","1","0","1","9.3","9.3","0.0%"
"116","Justin Griffith (FA)","1","2","2.0","2","0","0","2","2","10","5.0","1","0","3","9.2","3.1","0.0%"
"117","Owen Schmitt (FA)","4","19","4.8","14","0","0","5","0","23","4.6","0","0","7","9.2","1.3","0.0%"
"118","Luke Lawton (FA)","0","0","0","0","0","0","6","0","30","5.0","0","0","7","9.0","1.3","0.0%"
"119","Deon Anderson (FA)","2","3","1.5","3","0","0","2","0","7","3.5","1","0","8","9.0","1.1","0.0%"
"120","Selvin Young (FA)","24","75","3.1","8","0","0","1","0","1","1.0","0","0","4","8.6","2.2","0.0%"
"121","Clifton Smith (FA)","8","40","5.0","10","0","0","4","1","24","6.0","0","1","9","8.4","0.9","0.0%"
"122","Kyle Eckel (FA)","24","79","3.3","14","0","0","0","0","0","0","0","0","4","7.9","2.0","0.0%"
"123","Travis Minor (FA)","12","30","2.5","13","0","0","3","0","15","5.0","0","0","7","7.5","1.1","0.0%"
"124","Aveion Cason (FA)","4","7","1.8","4","0","0","4","0","27","6.8","0","0","7","7.4","1.1","0.0%"
"125","Brad Hoover (FA)","6","7","1.2","3","0","0","4","2","21","5.3","0","0","8","6.8","0.9","0.0%"
"126","Andre Hall (FA)","8","13","1.6","9","0","0","3","0","25","8.3","0","0","4","6.8","1.7","0.0%"
"127","Carey Davis (FA)","2","17","8.5","11","0","0","3","0","18","6.0","0","0","7","6.5","0.9","0.0%"
"128","Tony Richardson (FA)","10","65","6.5","16","0","0","0","1","0","0","0","0","6","6.5","1.1","0.0%"
"129","Kevin Jones (FA)","14","38","2.7","16","0","0","2","0","5","2.5","0","0","6","6.3","1.1","0.0%"
"130","Moran Norris (FA)","1","1","1.0","1","0","0","4","0","16","4.0","0","0","5","5.7","1.1","0.0%"
"131","Jameel Cook (FA)","0","0","0","0","0","0","3","2","24","8.0","0","0","5","5.4","1.1","0.0%"
"132","Shaun Alexander (FA)","11","24","2.2","8","0","0","1","0","9","9.0","0","0","4","4.3","1.1","0.0%"
"133","Lorenzo Booker (FA)","8","26","3.3","8","0","0","1","2","1","1.0","0","0","5","3.7","0.7","0.0%"
"134","Kenny Watson (FA)","6","23","3.8","6","0","0","1","0","1","1.0","0","0","6","3.4","0.6","0.0%"
"135","Jesse Chatman (FA)","5","8","1.6","5","0","0","2","0","5","2.5","0","0","2","3.3","1.7","0.0%"
"136","Garrett Wolfe (FA)","14","31","2.2","10","0","0","0","0","0","0","0","0","8","3.1","0.4","0.0%"
"137","Mike Hart (FA)","1","2","2.0","2","0","0","1","0","18","18.0","0","0","1","3.0","3.0","0.0%"
"138","Chauncey Washington (FA)","4","9","2.3","6","0","0","1","1","9","9.0","0","0","3","2.8","0.9","0.0%"
"139","Terrelle Smith (FA)","0","0","0","0","0","0","1","0","18","18.0","0","0","2","2.8","1.4","0.0%"
"140","Jalen Parmele (FA)","2","27","13.5","31","0","0","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"141","Laurence Maroney (FA)","10","26","2.6","5","0","0","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"142","Michael Bennett (FA)","7","12","1.7","4","0","0","1","0","2","2.0","0","0","3","2.4","0.8","0.0%"
"143","Tim Castille (FA)","0","0","0","0","0","0","2","1","3","1.5","0","0","6","2.3","0.4","0.0%"
"144","Corey McIntyre (FA)","0","0","0","0","0","0","2","1","-1","-0.5","0","0","4","1.9","0.5","0.0%"
"145","Tony Hunt (FA)","1","6","6.0","6","0","0","1","1","2","2.0","0","0","1","1.8","1.8","0.0%"
"146","Rock Cartwright (FA)","5","14","2.8","7","0","0","1","0","-7","-7.0","0","0","12","1.7","0.1","0.0%"
"147","Nick Goings (FA)","7","10","1.4","4","0","0","1","0","-4","-4.0","0","0","9","1.6","0.2","0.0%"
"148","D.J. Ware (FA)","2","15","7.5","9","0","0","0","0","0","0","0","0","2","1.5","0.8","0.0%"
"149","Sam Gado (FA)","2","4","2.0","3","0","0","1","0","-1","-1.0","0","0","1","1.3","1.3","0.0%"
"150","Jackie Battle (FA)","0","0","0","0","0","0","1","0","-2","-2.0","0","0","9","0.8","0.1","0.0%"
"151","Brian Leonard (FA)","2","7","3.5","5","0","0","0","0","0","0","0","0","2","0.7","0.4","0.0%"
"152","Chris Henry (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"153","Reuben Droughns (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"154","Darian Barnes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"155","Keith Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"156","Maurice Hicks (FA)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"157","Cory Boyd (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Spencer Larsen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"159","Darius Reynaud (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"160","Dan Kreider (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"161","Justin Forsett (FA)","0","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"162","Chris Massey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"163","Cecil Sapp (FA)","2","-3","-1.5","0","0","0","0","0","0","0","0","0","6","-0.3","-0.1","0.0%"
""
""
